,Best Movie Ever Every Time i see it i feel i am seeing it for first timeï»¿,pos,comment,vader_label
161,ive seen avatar in 3d its amazingï»¿,pos,ive seen avatar in 3d its amazingï»¿,neg
162,@dtoxic007 Isn't doing that1) illegal 2) your spammingï»¿,neg,@dtoxic007 Isn't doing that1) illegal 2) your spammingï»¿,neg
163,"2018 anyone? just me? whatever, gonna watch this movie next year.ï»¿",pos,"2018 anyone? just me? whatever, gonna watch this movie next year.ï»¿",neg
164,"i remeber when back in the days 4 years ago i thought this mive will be shit ,then i start to be intrested in and by the premiere i got very excitied ^^ yep it looked awesoem even if saw it just in 3d and not i imax  and now i thought it'llbe funny and charming if I see its trailer( that i highly keep one of the best trailers in the movie world) even the news were talking about. but now it's rather seems just simply average or a bit over of it.but we all know there will be a second movieï»¿",neg,"i remeber when back in the days 4 years ago i thought this mive will be shit ,then i start to be intrested in and by the premiere i got very excitied ^^ yep it looked awesoem even if saw it just in 3d and not i imax  and now i thought it'llbe funny and charming if I see its trailer( that i highly keep one of the best trailers in the movie world) even the news were talking about. but now it's rather seems just simply average or a bit over of it.but we all know there will be a second movieï»¿",pos
165,fuck the na'viï»¿,neg,fuck the na'viï»¿,neg
166,I just saw the movie and it was amazing. I loved the CG in it as well as the acting and storyline. The movie was by far one of the best movies ive ever seen.ï»¿,pos,I just saw the movie and it was amazing. I loved the CG in it as well as the acting and storyline. The movie was by far one of the best movies ive ever seen.ï»¿,pos
167,the movie sick but they kinda fuked up the trailer im not saying the movie is bad but they could of made the trailer better plp say o i dont wanna c it the trailer gay but the movie fuk amazing makes u wanna live thereï»¿,neg,the movie sick but they kinda fuked up the trailer im not saying the movie is bad but they could of made the trailer better plp say o i dont wanna c it the trailer gay but the movie fuk amazing makes u wanna live thereï»¿,neg
168,why are people getting so upset over his opinion? I mean I disagree with him but you guys are being annoyingï»¿,neg,why are people getting so upset over his opinion? I mean I disagree with him but you guys are being annoyingï»¿,neg
169,Nobody knew that this movie would be the highest grossing filmï»¿,pos,Nobody knew that this movie would be the highest grossing filmï»¿,neg
170,Song name groove addiction fire and iceï»¿,pos,Song name groove addiction fire and iceï»¿,neg
171,Try The Dark Knight and Blade Runnerï»¿,pos,Try The Dark Knight and Blade Runnerï»¿,neg
172,wowï»¿,pos,wowï»¿,neg
173,what is the music that is playing from 1:06ï»¿,pos,what is the music that is playing from 1:06ï»¿,pos
174,Cyclone57 because you wanted to be like avatar the last air bender well news flash not every title is assigned to a showï»¿,neg,Cyclone57 because you wanted to be like avatar the last air bender well news flash not every title is assigned to a showï»¿,pos
175,Im watching it now infact so I wont be replying.ï»¿,pos,Im watching it now infact so I wont be replying.ï»¿,neg
176,Now to prove that you are the fucking retard:  The words you just attributed to me were the words of youtube user nicolina1987 who wrote that statement to me.  If you actually had a brain you would see that I put that statement in quotes as I responded to that user and then separated her comment from my own reply by placing these marks ========.  Suck on that dumb fuck!ï»¿,neg,Now to prove that you are the fucking retard:  The words you just attributed to me were the words of youtube user nicolina1987 who wrote that statement to me.  If you actually had a brain you would see that I put that statement in quotes as I responded to that user and then separated her comment from my own reply by placing these marks ========.  Suck on that dumb fuck!ï»¿,neg
177,"James Cameron confirmed Avatar 2, 3, 4 and 5!ï»¿",pos,"James Cameron confirmed Avatar 2, 3, 4 and 5!ï»¿",neg
178,I must have watched it over 20 times nowï»¿,pos,I must have watched it over 20 times nowï»¿,neg
179,I've Watched it and its awesome ^^ï»¿,pos,I've Watched it and its awesome ^^ï»¿,pos
180,Duck Goes Quack IN 2020ï»¿,pos,Duck Goes Quack IN 2020ï»¿,neg
181,JURASSIC MARCO Audiomachine -Guardians at the Gateï»¿,pos,JURASSIC MARCO Audiomachine -Guardians at the Gateï»¿,neg
182,Still waiting for the sequel. It seems like James Cameron takes forever to put out films these days. He's too much of a perfectionist.ï»¿,neg,Still waiting for the sequel. It seems like James Cameron takes forever to put out films these days. He's too much of a perfectionist.ï»¿,pos
183,All those who do not surrender to Yankee Imperialism are Na'vi people. Pandora is HERE !ï»¿,neg,All those who do not surrender to Yankee Imperialism are Na'vi people. Pandora is HERE !ï»¿,neg
184,They stole the music from The Island!It's a good movie though.ï»¿,pos,They stole the music from The Island!It's a good movie though.ï»¿,pos
185,Worst... movie... ever!ï»¿,neg,Worst... movie... ever!ï»¿,neg
186,https://www.youtube.com/watch?v=oXGcRYv4htsï»¿,pos,https://www.youtube.com/watch?v=oXGcRYv4htsï»¿,neg
187,whats the name of the music?ï»¿,pos,whats the name of the music?ï»¿,neg
188,"If the humans need these minerals so badly ... why would Allmighty Uncontrollable Unstoppable Corporation even bother to talk to this blue aliens ? Aren't we suppose to burn the whole planet life to the ground, like oil companies does it with 3rd world countries ??? JUST KILL EVRY LIFE FORM WITH POWER OF NUKES AND NAPALM !ï»¿",neg,"If the humans need these minerals so badly ... why would Allmighty Uncontrollable Unstoppable Corporation even bother to talk to this blue aliens ? Aren't we suppose to burn the whole planet life to the ground, like oil companies does it with 3rd world countries ??? JUST KILL EVRY LIFE FORM WITH POWER OF NUKES AND NAPALM !ï»¿",neg
189,I watched it for the first time yesterday so no you are not alone:P I loved this movieï»¿,pos,I watched it for the first time yesterday so no you are not alone:P I loved this movieï»¿,neg
190,Watching this in 2016 and I swear it still gives me chillsï»¿,pos,Watching this in 2016 and I swear it still gives me chillsï»¿,neg
191,Dance with smurfsï»¿,neg,Dance with smurfsï»¿,neg
192,"lmao, you can deny it all you want, the fact will ALWAYS remain. You have a human brain, which enables you understand my HUMAN language, translate it through your HUMAN fingers on a computer while also displaying intellectual communication towards another human, a feat no other animal or creature of this world can do. Thus, you are human, like me, and the rest of us.You have truly, TRULY lost every inch of your mentality to believe otherwise.ï»¿",neg,"lmao, you can deny it all you want, the fact will ALWAYS remain. You have a human brain, which enables you understand my HUMAN language, translate it through your HUMAN fingers on a computer while also displaying intellectual communication towards another human, a feat no other animal or creature of this world can do. Thus, you are human, like me, and the rest of us.You have truly, TRULY lost every inch of your mentality to believe otherwise.ï»¿",pos
193,"Yeah, looks good.ï»¿",pos,"Yeah, looks good.ï»¿",pos
194,Whose watching it in 2017ï»¿,pos,Whose watching it in 2017ï»¿,neg
195,AVATAR feels so amazing when you watch it in 3d it seems soo real when you see the environment its like you can breathe in the air its soo cool and awesome.  it makes you want to live like they do in such a beautiful environment and live truly.ï»¿,pos,AVATAR feels so amazing when you watch it in 3d it seems soo real when you see the environment its like you can breathe in the air its soo cool and awesome.  it makes you want to live like they do in such a beautiful environment and live truly.ï»¿,pos
196,"yes for 2009, a very long time ago, yes this trailer was very well made, as for the movie was absolutley stunning in 2009. Still top of my all time favorite list along with rise of the planet of the apes and pacific rimï»¿",pos,"yes for 2009, a very long time ago, yes this trailer was very well made, as for the movie was absolutley stunning in 2009. Still top of my all time favorite list along with rise of the planet of the apes and pacific rimï»¿",pos
197,I'M BLUE DA BA DEE DA BA DAEï»¿,pos,I'M BLUE DA BA DEE DA BA DAEï»¿,neg
198,He's name is Marcus (in Terminator Salvation)I can't wait  for Avatar:)What is the title of the song from 1:06?ï»¿,pos,He's name is Marcus (in Terminator Salvation)I can't wait  for Avatar:)What is the title of the song from 1:06?ï»¿,neg
199,the track my name is Lincoln makes the trailer so beautiful..ï»¿,pos,the track my name is Lincoln makes the trailer so beautiful..ï»¿,neg
